,imdb_id,release_date,genres,title,budget,revenue,runtime_mins,vote_average,vote_count
233,tt0938330,2012-10-10,"['Thriller', 'Horror', 'Mystery']",Silent Hill: Revelation 3D,20000000,52302796,94,5.4,1022
234,tt1397514,2012-01-19,"['Adventure', 'Action', 'Science Fiction']",Journey 2: The Mysterious Island,79000000,355692760,94,6.0,2729
235,tt1074638,2012-10-25,"['Action', 'Adventure', 'Thriller']",Skyfall,200000000,1108561013,143,7.1,11770
236,tt1981677,2012-09-28,"['Comedy', 'Music', 'Romance']",Pitch Perfect,17000000,115400000,112,7.3,4956
237,tt1409024,2012-05-23,"['Action', 'Comedy', 'Science Fiction']",Men in Black 3,225000000,624026776,106,6.4,7584
238,tt1667889,2012-06-26,"['Animation', 'Comedy', 'Adventure', 'Family']",Ice Age: Continental Drift,95000000,877244782,88,6.3,5422
239,tt1764651,2012-08-08,"['Action', 'Adventure', 'Thriller']",The Expendables 2,100000000,314975955,103,6.2,4848
240,tt1599348,2012-02-09,"['Action', 'Thriller']",Safe House,85000000,208076205,115,6.4,2369
241,tt1386703,2012-08-02,"['Action', 'Science Fiction', 'Adventure', 'Thriller']",Total Recall,125000000,198802074,121,5.9,4004
242,tt1735898,2012-05-30,"['Adventure', 'Fantasy', 'Drama']",Snow White and the Huntsman,170000000,396600000,127,5.9,6069
243,tt1446192,2012-11-21,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']",Rise of the Guardians,145000000,306941670,97,7.3,4578
244,tt1397280,2012-09-27,"['Action', 'Crime', 'Thriller']",Taken 2,45000000,376141306,91,6.3,4681
245,tt1772341,2012-11-01,"['Family', 'Animation', 'Comedy', 'Adventure']",Wreck-It Ralph,165000000,471222889,101,7.3,9095
246,tt1606389,2012-02-05,"['Drama', 'Romance']",The Vow,30000000,196114570,104,7.1,2833
247,tt0443272,2012-11-09,"['History', 'Drama']",Lincoln,65000000,275293450,149,6.8,2666
248,tt1440129,2012-04-11,"['Thriller', 'Action', 'Adventure', 'Science Fiction']",Battleship,209000000,303025485,131,5.7,3806
249,tt1659337,2012-09-20,['Drama'],The Perks of Being a Wallflower,13000000,33400000,103,7.7,7265
250,tt0790724,2012-12-20,"['Crime', 'Drama', 'Thriller', 'Action']",Jack Reacher,60000000,218340595,130,6.5,4769
251,tt1142977,2012-10-04,"['Animation', 'Comedy', 'Family']",Frankenweenie,39000000,35287788,87,6.8,2094
252,tt0837562,2012-09-20,"['Animation', 'Comedy', 'Family', 'Fantasy']",Hotel Transylvania,85000000,358375603,91,6.9,6018
253,tt1855199,2012-09-20,"['Crime', 'Drama', 'Thriller']",End of Watch,7000000,48126384,109,7.3,2081
254,tt1277953,2012-06-06,"['Animation', 'Family', 'Comedy']",Madagascar 3: Europe's Most Wanted,145000000,746921274,93,6.5,4097
255,tt1327194,2012-04-19,"['Drama', 'Romance']",The Lucky One,25000000,99357138,101,7.0,2498
256,tt1560747,2012-09-07,['Drama'],The Master,32000000,28258060,137,7.2,1820
257,tt1758830,2012-12-20,['Comedy'],This Is 40,35000000,88058786,134,5.7,1498
258,tt1656190,2012-04-16,"['Action', 'Crime', 'Thriller']",Safe,30000000,40346186,94,6.3,1487
259,tt1194173,2012-08-08,"['Action', 'Thriller']",The Bourne Legacy,130000000,276572938,135,6.1,4132
260,tt1859650,2012-04-20,"['Romance', 'Comedy', 'Drama']",To Rome with Love,17000000,73244881,111,5.7,1411
261,tt0454876,2012-11-20,"['Adventure', 'Drama', 'Action']",Life of Pi,120000000,609016565,127,7.4,10046
262,tt1232829,2012-03-14,"['Action', 'Comedy', 'Crime']",21 Jump Street,42000000,201585328,109,6.8,7581
263,tt1371111,2012-10-26,"['Drama', 'Science Fiction']",Cloud Atlas,102000000,130482868,172,6.8,5200
264,tt1045658,2012-09-08,"['Drama', 'Comedy', 'Romance']",Silver Linings Playbook,21000000,236412453,122,7.1,8923
265,tt1748122,2012-05-24,"['Comedy', 'Drama', 'Romance']",Moonrise Kingdom,16000000,68263166,94,7.7,3805
266,tt1034314,2012-03-10,"['Action', 'Comedy', 'Science Fiction']",Iron Sky,7500000,8135031,93,5.7,1024
267,tt1392170,2012-03-12,"['Science Fiction', 'Adventure', 'Fantasy']",The Hunger Games,75000000,691210692,142,7.1,16625
268,tt1611224,2012-06-20,"['Action', 'Fantasy', 'Horror']",Abraham Lincoln: Vampire Hunter,69000000,116471580,94,5.6,2310
269,tt1605630,2012-04-04,['Comedy'],American Reunion,50000000,234989584,113,6.2,3197
270,tt1024648,2012-10-11,"['Drama', 'Thriller']",Argo,44500000,232324128,120,7.3,5935
271,tt1343727,2012-09-07,"['Action', 'Science Fiction']",Dredd,50000000,41037742,95,6.7,3342
272,tt0401729,2012-03-07,"['Action', 'Adventure', 'Science Fiction']",John Carter,250000000,284139100,132,6.2,3895
273,tt1592525,2012-04-12,"['Action', 'Thriller', 'Science Fiction']",Lockout,20000000,32204030,95,5.9,1211
274,tt0431021,2012-08-30,"['Horror', 'Thriller']",The Possession,14000000,85446075,92,6.0,1087
275,tt1586265,2012-05-17,"['Romance', 'Comedy', 'Drama']",What to Expect When You're Expecting,40000000,79700000,110,6.0,1372
276,tt1596350,2012-02-14,"['Action', 'Comedy', 'Romance']",This Means War,65000000,156974557,103,6.1,2408
277,tt1234719,2012-03-15,"['War', 'Action', 'Thriller', 'Science Fiction']",Red Dawn,65000000,44806783,93,5.6,1028
278,tt1077368,2012-05-08,"['Comedy', 'Fantasy']",Dark Shadows,150000000,245527149,113,5.9,5107
279,tt2109184,2012-10-17,['Horror'],Paranormal Activity 4,5000000,142817992,88,5.4,1265
280,tt1646987,2012-03-27,"['Fantasy', 'Adventure']",Wrath of the Titans,150000000,301970083,99,5.6,2891
281,tt1991245,2012-05-24,"['Horror', 'Thriller']",Chernobyl Diaries,0,18112929,88,5.0,1009
282,tt1922777,2012-03-29,"['Horror', 'Thriller', 'Mystery']",Sinister,3000000,82515113,110,6.8,3477
283,tt1800741,2012-07-26,"['Music', 'Drama', 'Romance']",Step Up Revolution,33000000,140470746,99,6.9,1575
284,tt1496025,2012-01-19,"['Fantasy', 'Action', 'Horror']",Underworld: Awakening,70000000,160112671,88,6.2,2966
285,tt1781769,2012-09-06,"['Drama', 'Romance']",Anna Karenina,0,68929150,130,6.7,1593
286,tt1623288,2012-08-03,"['Family', 'Animation', 'Adventure', 'Comedy']",ParaNorman,60000000,107139399,90,6.9,1667
287,tt1212450,2012-08-29,"['Crime', 'Drama', 'Western']",Lawless,26000000,53676580,115,7.0,1993
288,tt1637725,2012-06-29,"['Comedy', 'Fantasy']",Ted,50000000,549368315,107,6.3,8997
289,tt1706593,2012-02-01,"['Science Fiction', 'Drama', 'Thriller']",Chronicle,15000000,145000000,84,6.7,3546
290,tt1592873,2012-02-10,"['Drama', 'Comedy', 'Romance']",LOL,11000000,0,97,6.1,2102
291,tt1763303,2012-10-19,"['Drama', 'Comedy', 'Romance']",The First Time,0,22836,95,7.0,1633
292,tt1276104,2012-09-26,"['Action', 'Thriller', 'Science Fiction']",Looper,30000000,47042000,118,6.8,7651
293,tt1931533,2012-09-07,"['Comedy', 'Crime']",Seven Psychopaths,15000000,33035736,110,6.8,2552
294,tt1307068,2012-06-22,"['Comedy', 'Drama', 'Romance', 'Science Fiction']",Seeking a Friend for the End of the World,10000000,9636289,101,6.5,1335
295,tt1232200,2012-06-14,['Comedy'],That's My Boy,70000000,58058367,116,5.6,1110
296,tt1615065,2012-07-06,"['Crime', 'Drama', 'Thriller']",Savages,45000000,82966152,131,6.3,1490
297,tt1259521,2012-04-12,"['Horror', 'Comedy']",The Cabin in the Woods,30000000,71041255,95,6.5,5180
298,tt2140203,2012-07-21,"['Animation', 'Drama', 'Family', 'Fantasy']",Wolf Children,0,0,117,8.2,1319
299,tt1645170,2012-05-15,['Comedy'],The Dictator,65000000,179379533,83,6.0,3825
300,tt1524137,2012-01-12,"['Thriller', 'Action', 'Drama', 'Crime']",Contraband,25000000,96262212,109,6.3,1370
301,tt2106476,2012-09-24,['Drama'],The Hunt,3800000,18309793,116,8.1,2024
302,tt2205697,2012-09-09,"['Drama', 'Comedy']",Stuck in Love,0,81071,97,7.3,1378
303,tt1636826,2012-03-01,['Comedy'],Project X,12000000,100000000,88,6.6,3815
304,tt1707386,2012-12-18,"['History', 'Drama']",Les Misérables,61000000,441809770,157,7.4,3869
305,tt1915581,2012-06-28,"['Drama', 'Comedy']",Magic Mike,7000000,167221571,110,6.1,2174
306,tt1567609,2012-03-15,"['Action', 'Thriller', 'Crime', 'Drama']",Get the Gringo,35000000,0,95,6.5,1016
307,tt1568338,2012-01-13,"['Action', 'Thriller', 'Crime']",Man on a Ledge,42000000,46221189,102,6.4,1755
308,tt1817273,2012-09-07,"['Drama', 'Crime']",The Place Beyond the Pines,15000000,35485608,140,6.9,3354
309,tt1374992,2012-09-27,"['Romance', 'Science Fiction', 'Drama', 'Fantasy']",Upside Down,60000000,8106475,104,6.2,1866
310,tt1582507,2012-09-21,"['Horror', 'Thriller']",House at the End of the Street,6900000,44287131,101,5.8,1233
311,tt1907668,2012-11-02,['Drama'],Flight,31000000,161772375,138,6.7,4158
312,tt1839492,2012-07-25,"['Comedy', 'Romance', 'Fantasy', 'Drama']",Ruby Sparks,8000000,9128263,104,7.1,1075
313,tt1764234,2012-07-30,"['Crime', 'Thriller']",Killing Them Softly,15000000,37930465,97,6.0,1365
314,tt1649419,2012-09-09,"['Thriller', 'Drama']",The Impossible,45000000,198087212,113,7.3,4416
315,tt1596365,2012-02-03,"['Drama', 'Horror', 'Thriller']",The Woman in Black,17000000,127730736,95,6.1,2521
316,tt1298649,2012-07-26,"['Action', 'Comedy', 'Science Fiction']",The Watch,68000000,68267862,98,5.5,1589
317,tt0975645,2012-11-22,['Drama'],Hitchcock,15700000,23570541,98,6.5,1007
318,tt1790886,2012-08-09,['Comedy'],The Campaign,95000000,104907746,85,5.8,1182
319,tt2388725,2012-11-02,"['Animation', 'Family', 'Romance']",Paperman,0,0,7,8.0,1263
320,tt2179121,2012-04-25,"['Drama', 'Comedy']",What's in a Name,0,0,109,7.3,1131
321,tt1547234,2012-08-24,"['Crime', 'Action', 'Thriller']",Premium Rush,35000000,31083599,91,6.3,1431
322,tt1855325,2012-09-12,"['Action', 'Horror', 'Science Fiction']",Resident Evil: Retribution,65000000,240159255,95,5.7,2701
323,tt0770828,2013-06-12,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Man of Steel,225000000,668045518,143,6.5,11146
324,tt2294629,2013-11-27,"['Animation', 'Adventure', 'Family']",Frozen,150000000,1274219009,102,7.3,12068
325,tt1300854,2013-04-18,"['Action', 'Adventure', 'Science Fiction']",Iron Man 3,200000000,1214811252,130,6.9,16359
326,tt1335975,2013-12-06,"['Drama', 'Action', 'Adventure', 'Fantasy']",47 Ronin,175000000,150962475,119,6.1,2499
327,tt0993846,2013-12-25,"['Crime', 'Drama', 'Comedy']",The Wolf of Wall Street,100000000,392000694,180,8.0,15564
328,tt1981115,2013-10-29,"['Action', 'Adventure', 'Fantasy']",Thor: The Dark World,170000000,644571402,112,6.6,12168
329,tt1706620,2013-08-01,"['Action', 'Science Fiction', 'Drama']",Snowpiercer,39200000,86758912,127,6.8,6335
330,tt1690953,2013-06-25,"['Animation', 'Comedy', 'Family']",Despicable Me 2,76000000,970761885,98,6.9,8440
331,tt1457767,2013-03-20,"['Horror', 'Thriller']",The Conjuring,13000000,319494638,112,7.5,7292
332,tt1453405,2013-06-20,"['Animation', 'Family']",Monsters University,200000000,743559607,104,7.0,7584
333,tt1170358,2013-12-11,"['Adventure', 'Fantasy', 'Action']",The Hobbit: The Desolation of Smaug,250000000,958400000,161,7.6,9106
334,tt1951264,2013-11-15,"['Adventure', 'Action', 'Science Fiction']",The Hunger Games: Catching Fire,130000000,847423452,146,7.4,12892
335,tt1663662,2013-07-11,"['Action', 'Science Fiction', 'Adventure']",Pacific Rim,180000000,407602906,131,6.8,8785
336,tt2312718,2013-11-12,"['Action', 'Thriller']",Homefront,22000000,43058898,100,6.8,2050
337,tt1670345,2013-05-29,"['Thriller', 'Crime']",Now You See Me,75000000,351723989,116,7.4,11610
338,tt0481499,2013-03-20,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",The Croods,135000000,587204668,98,6.8,4658
339,tt2191701,2013-07-11,['Comedy'],Grown Ups 2,80000000,247022278,100,6.0,2618
340,tt1538403,2013-08-21,"['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Fantasy']",The Mortal Instruments: City of Bones,60000000,95396573,130,6.4,3492
341,tt1535109,2013-10-10,"['Action', 'Drama', 'Thriller']",Captain Phillips,55000000,95000000,134,7.6,4623
342,tt1483013,2013-04-10,"['Action', 'Science Fiction', 'Adventure', 'Mystery']",Oblivion,120000000,286168572,124,6.6,7923
343,tt2024544,2013-10-18,"['Drama', 'History']",12 Years a Slave,20000000,187000000,134,8.0,8082
344,tt1454468,2013-10-03,"['Science Fiction', 'Thriller', 'Drama']",Gravity,105000000,716392705,91,7.2,11430
345,tt1091191,2013-12-24,"['Action', 'Drama', 'War']",Lone Survivor,40000000,149295601,121,7.4,2786
346,tt1408101,2013-05-05,"['Action', 'Adventure', 'Science Fiction']",Star Trek Into Darkness,190000000,467365246,132,7.3,6979
347,tt2194499,2013-08-16,"['Comedy', 'Drama', 'Romance', 'Fantasy']",About Time,12000000,87100449,123,7.9,5277
348,tt1821694,2013-07-18,"['Action', 'Comedy', 'Crime', 'Thriller']",RED 2,84000000,148100000,116,6.5,2798
349,tt0848537,2013-05-15,"['Animation', 'Adventure', 'Family', 'Fantasy']",Epic,100000000,268426634,102,6.4,1932
350,tt0816711,2013-06-20,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",World War Z,200000000,531865000,116,6.8,10969
351,tt1860353,2013-07-11,"['Animation', 'Family']",Turbo,135000000,282570682,96,6.1,2142
352,tt1213663,2013-07-18,"['Comedy', 'Action', 'Science Fiction']",The World's End,20000000,46089287,109,6.7,3603
353,tt1798709,2013-12-18,"['Romance', 'Science Fiction', 'Drama']",Her,23000000,47351251,126,7.9,9890
354,tt1343092,2013-05-10,"['Drama', 'Romance']",The Great Gatsby,105000000,351040419,143,7.4,8724
355,tt1428538,2013-01-17,"['Fantasy', 'Horror', 'Action']",Hansel & Gretel: Witch Hunters,50000000,226349749,88,5.9,5104
356,tt2591814,2013-05-31,"['Animation', 'Drama', 'Romance']",The Garden of Words,0,0,46,7.6,1154
357,tt1351685,2013-02-27,"['Action', 'Adventure', 'Family', 'Fantasy']",Jack the Giant Slayer,195000000,197687603,114,5.7,3800
358,tt1985966,2013-09-26,"['Animation', 'Family', 'Comedy']",Cloudy with a Chance of Meatballs 2,78000000,248384621,95,6.4,2075
359,tt2013293,2013-07-20,"['Animation', 'War', 'History', 'Drama', 'Romance']",The Wind Rises,30000000,117932401,126,7.8,1665
360,tt2302755,2013-03-20,"['Action', 'Thriller']",Olympus Has Fallen,70000000,161025640,120,6.3,4822
361,tt2184339,2013-05-31,"['Science Fiction', 'Horror', 'Thriller']",The Purge,3000000,89328627,86,6.2,5872
362,tt0795461,2013-04-11,['Comedy'],Scary Movie 5,20000000,78378744,86,4.7,1857
363,tt1288558,2013-04-05,['Horror'],Evil Dead,17000000,97542952,91,6.4,3108
364,tt1392214,2013-09-18,"['Drama', 'Thriller', 'Crime']",Prisoners,46000000,122126687,153,8.0,7128
365,tt0790736,2013-07-18,"['Fantasy', 'Action', 'Comedy', 'Crime']",R.I.P.D.,130000000,61648500,96,5.7,2479
366,tt1691917,2013-08-09,"['Animation', 'Family', 'Adventure', 'Comedy']",Planes,50000000,219788712,91,5.8,1061
367,tt1535108,2013-08-07,"['Science Fiction', 'Action', 'Drama', 'Thriller']",Elysium,115000000,286140700,109,6.5,6268
368,tt2987732,2013-11-07,['Comedy'],Suck Me Shakespeer,5000000,0,119,7.1,1233
369,tt1904996,2013-01-23,"['Action', 'Crime']",Parker,35000000,46216641,118,5.8,2109
370,tt1206543,2013-12-06,"['Thriller', 'Drama', 'Crime']",Out of the Furnace,22000000,15400000,116,6.5,1303
371,tt2042568,2013-10-13,['Drama'],Inside Llewyn Davis,11000000,32935319,105,7.2,1746
372,tt1583421,2013-03-26,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",G.I. Joe: Retaliation,130000000,371876278,110,5.5,4290
373,tt1549920,2013-01-12,"['Action', 'Crime', 'Thriller']",The Last Stand,30000000,0,107,5.9,1941
374,tt2226417,2013-09-12,"['Horror', 'Thriller']",Insidious: Chapter 2,5000000,0,106,6.6,2749
375,tt2404463,2013-06-27,"['Action', 'Comedy', 'Crime']",The Heat,43000000,158674180,117,6.6,2800
376,tt1441395,2013-08-29,"['Thriller', 'Science Fiction', 'Drama']",Under the Skin,13300000,5380251,108,6.1,2184
377,tt1731141,2013-10-24,"['Science Fiction', 'Action', 'Adventure']",Ender's Game,110000000,125537191,114,6.6,4108
378,tt1245492,2013-06-12,"['Action', 'Comedy']",This Is the End,32000000,126041322,107,6.2,4438
379,tt0816442,2013-11-08,['Drama'],The Book Thief,0,76586316,131,7.5,3236
380,tt2382009,2013-12-25,"['Drama', 'Mystery']",Nymphomaniac: Vol. II,0,2227167,124,6.8,1961
381,tt1800241,2013-12-12,"['Drama', 'Crime']",American Hustle,40000000,251171807,138,6.8,5326
382,tt2358891,2013-05-21,['Drama'],The Great Beauty,12400000,24164400,142,7.5,1988
383,tt2334879,2013-06-27,"['Action', 'Drama', 'Thriller']",White House Down,150000000,205366737,131,6.4,3345
384,tt2334873,2013-07-25,['Drama'],Blue Jasmine,18000000,99206215,99,7.0,2483
385,tt1714915,2013-12-12,"['Drama', 'Romance']",Only Lovers Left Alive,7000000,7600000,123,7.3,1365
386,tt0790636,2013-11-17,"['Drama', 'History']",Dallas Buyers Club,5000000,55198285,117,7.9,5952
387,tt0882977,2013-02-21,"['Thriller', 'Drama', 'Action']",Snitch,35000000,42930462,112,5.9,1679
388,tt1411250,2013-09-02,"['Science Fiction', 'Action', 'Thriller']",Riddick,38000000,98337295,119,6.2,2865
389,tt1210819,2013-07-03,"['Action', 'Adventure', 'Western']",The Lone Ranger,255000000,89289910,149,6.0,4406
390,tt1723121,2013-08-07,"['Comedy', 'Crime']",We're the Millers,37000000,269994119,110,6.8,6290
391,tt2101441,2013-01-24,"['Drama', 'Crime']",Spring Breakers,5000000,31724284,94,5.1,2945
392,tt1229340,2013-12-18,['Comedy'],Anchorman 2: The Legend Continues,50000000,173649015,119,6.1,1713
393,tt1924429,2013-03-27,"['Thriller', 'Crime', 'Drama', 'Mystery']",Trance,20000000,24261569,101,6.6,1540
394,tt2316411,2013-12-31,"['Thriller', 'Mystery']",Enemy,0,3396726,91,6.9,3663
395,tt1211956,2013-10-09,"['Action', 'Thriller']",Escape Plan,50000000,122915111,115,6.7,3455
396,tt1980929,2013-09-07,"['Comedy', 'Music', 'Romance', 'Drama']",Begin Again,8000000,63464861,104,7.2,2572
397,tt1559547,2013-02-13,"['Fantasy', 'Drama', 'Romance']",Beautiful Creatures,60000000,60052138,124,5.9,2211
398,tt2866360,2013-09-19,"['Thriller', 'Science Fiction']",Coherence,0,102617,89,7.3,1590
399,tt2193215,2013-10-25,"['Thriller', 'Crime', 'Drama']",The Counselor,25000000,71009334,117,5.1,1256
400,tt1606378,2013-02-06,"['Action', 'Thriller']",A Good Day to Die Hard,92000000,304654182,98,5.3,4871
401,tt2017020,2013-07-30,"['Fantasy', 'Family', 'Comedy', 'Animation']",The Smurfs 2,105000000,347434178,105,5.7,1465
402,tt1714206,2013-08-02,"['Comedy', 'Drama', 'Romance']",The Spectacular Now,2500000,6854611,95,6.6,2151
403,tt2357129,2013-08-16,"['Drama', 'History']",Jobs,12000000,35931410,128,6.1,1839
404,tt2209418,2013-04-05,"['Romance', 'Drama']",Before Midnight,3000000,11176469,109,7.5,1369
405,tt2017038,2013-08-23,"['Action', 'Adventure', 'Drama']",All Is Lost,9000000,6108720,106,6.6,1120
406,tt1528071,2013-09-06,"['Thriller', 'Horror', 'Drama', 'Fantasy']",Horns,0,0,120,6.2,1588
407,tt1602613,2013-05-22,"['Drama', 'Thriller', 'Crime']",Only God Forgives,4800000,10337387,90,5.8,1680
408,tt1517260,2013-03-22,"['Action', 'Adventure', 'Romance', 'Science Fiction', 'Thriller']",The Host,44000000,63327201,125,6.3,3199
409,tt1272878,2013-08-02,"['Action', 'Comedy', 'Crime']",2 Guns,61000000,131940411,109,6.5,2804
410,tt1979320,2013-09-02,"['Drama', 'Action']",Rush,38000000,90247624,123,7.7,4758
411,tt0453562,2013-04-12,['Drama'],42,40000000,95020213,128,7.0,1210
412,tt2404311,2013-09-13,"['Crime', 'Comedy', 'Action']",The Family,30000000,36894225,111,6.2,1970
413,tt1702439,2013-02-07,['Romance'],Safe Haven,28000000,97594140,115,7.2,1692
414,tt1821549,2013-09-21,"['Drama', 'Adventure']",Nebraska,12000000,17654912,115,7.5,1182
415,tt2132285,2013-06-12,"['Drama', 'Crime']",The Bling Ring,15000000,19145732,90,5.4,2390
416,tt0359950,2013-12-18,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",The Secret Life of Walter Mitty,90000000,188133322,114,7.1,5615
417,tt1980209,2013-04-18,"['Thriller', 'Crime', 'Action', 'Comedy']",Pain & Gain,25000000,87305549,130,6.2,3071
418,tt1650554,2013-07-17,"['Action', 'Adventure', 'Crime']",Kick-Ass 2,28000000,60700000,103,6.4,4442
419,tt1321511,2013-11-14,"['Drama', 'Thriller', 'Mystery', 'Action']",Oldboy,30000000,5186767,104,5.9,1250
420,tt1939659,2013-10-16,"['Drama', 'Horror']",Carrie,30000000,82394288,100,5.9,3192
421,tt1322269,2013-12-26,"['Comedy', 'Drama']",August: Osage County,25000000,74188937,121,6.9,1000
422,tt1321870,2013-01-10,"['Crime', 'Drama', 'Action', 'Thriller']",Gangster Squad,60000000,105200903,113,6.3,2955
423,tt1486834,2013-09-07,"['Drama', 'Comedy', 'Romance']",What If,11000000,7847000,93,6.7,1425
424,tt2024432,2013-02-07,"['Comedy', 'Crime']",Identity Thief,35000000,173965010,111,5.8,2495
425,tt1911644,2013-03-14,"['Crime', 'Thriller']",The Call,13000000,68572378,94,6.7,2067
426,tt1727388,2013-06-06,"['Comedy', 'Drama']",The Way Way Back,4600000,23198652,103,7.1,1196
427,tt1327773,2013-08-16,['Drama'],The Butler,25000000,115922175,132,7.4,2138
428,tt1951261,2013-05-23,['Comedy'],The Hangover Part III,103000000,362000072,100,6.2,6138
429,tt1333125,2013-01-01,['Comedy'],Movie 43,6000000,32438988,90,4.4,1566
430,tt2431286,2013-11-01,['Drama'],Philomena,12000000,100129872,98,7.4,1120
431,tt2229499,2013-07-26,"['Romance', 'Comedy', 'Drama']",Don Jon,3000000,0,90,5.9,3176
432,tt1815862,2013-05-30,"['Science Fiction', 'Action', 'Adventure']",After Earth,130000000,243843127,100,5.2,4930
433,tt3063516,2013-10-22,['Comedy'],Jackass Presents: Bad Grandpa,15000000,151831537,92,6.0,1098
434,tt1623205,2013-03-07,"['Fantasy', 'Adventure', 'Family']",Oz the Great and Powerful,200000000,491868548,130,5.9,5337
435,tt1711425,2013-03-01,['Comedy'],21 & Over,13000000,48065672,93,5.7,1153
436,tt0790628,2013-03-14,['Comedy'],The Incredible Burt Wonderstone,30000000,27437881,100,5.5,1046
437,tt1682180,2013-02-28,"['Drama', 'Horror', 'Thriller']",Stoker,12000000,12077441,99,6.6,1515
438,tt2243537,2013-01-11,"['Comedy', 'Horror']",A Haunted House,2500000,60141683,86,5.5,1044
439,tt2023587,2013-01-17,['Horror'],Mama,15000000,146497771,100,6.2,2883
440,tt1924396,2013-01-01,"['Drama', 'Romance', 'Crime', 'Mystery']",The Best Offer,13500000,19255873,124,7.8,1901
441,tt1935179,2013-04-26,['Drama'],Mud,10000000,21587700,130,7.0,1853
442,tt2140373,2013-11-16,"['Comedy', 'Drama', 'History']",Saving Mr. Banks,35000000,112544580,125,7.4,2438
443,tt1204975,2013-10-31,['Comedy'],Last Vegas,28000000,134402450,105,6.4,1460
444,tt2387433,2013-02-21,"['Science Fiction', 'Thriller', 'Horror']",Dark Skies,3500000,25174316,97,6.2,1185
445,tt1588173,2013-01-31,"['Horror', 'Comedy', 'Romance']",Warm Bodies,35000000,116980662,97,6.4,4675
446,tt2053463,2013-02-07,"['Thriller', 'Crime', 'Drama']",Side Effects,30000000,63372757,106,6.5,2215
447,tt2278871,2013-10-09,"['Romance', 'Drama']",Blue Is the Warmest Color,4300000,10165694,180,7.1,2954
448,tt2002718,2013-09-12,"['Action', 'Crime', 'Thriller']",Machete Kills,12000000,15008161,107,5.5,1283
449,tt2724064,2013-07-11,"['Science Fiction', 'TV Movie', 'Action', 'Adventure', 'Comedy']",Sharknado,1000000,0,86,3.9,1107
450,tt1450321,2013-09-23,"['Crime', 'Drama', 'Comedy']",Filth,5000000,9114264,97,6.9,1127
451,tt1854564,2013-08-07,"['Adventure', 'Family', 'Fantasy']",Percy Jackson: Sea of Monsters,90000000,199850315,106,6.0,3750
452,tt3066270,2013-10-31,['Comedy'],Sole a catinelle,0,0,87,6.8,1280
453,tt1430132,2013-07-23,"['Action', 'Science Fiction', 'Adventure', 'Fantasy']",The Wolverine,120000000,415440673,126,6.4,7008
454,tt1937390,2013-12-25,['Drama'],Nymphomaniac: Vol. I,0,10285896,118,6.9,2242
455,tt1905041,2013-05-21,"['Action', 'Thriller', 'Crime']",Fast & Furious 6,160000000,788679850,131,6.8,7981
456,tt2234155,2013-06-07,['Comedy'],The Internship,58000000,44000000,119,6.2,3035
457,tt0816692,2014-11-05,"['Adventure', 'Drama', 'Science Fiction']",Interstellar,165000000,675120017,169,8.3,23030
458,tt2310332,2014-12-10,"['Action', 'Adventure', 'Fantasy']",The Hobbit: The Battle of the Five Armies,250000000,956019788,144,7.3,10032
459,tt0458481,2014-08-20,"['Crime', 'Action', 'Thriller']",Sin City: A Dame to Kill For,65000000,39407616,102,6.3,2664
460,tt2713180,2014-10-15,"['War', 'Drama', 'Action']",Fury,68000000,211817906,135,7.5,8176
461,tt1291150,2014-08-07,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']",Teenage Mutant Ninja Turtles,125000000,477200000,101,5.9,4980
462,tt1790864,2014-09-10,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",The Maze Runner,34000000,348319861,113,7.1,12285
463,tt0829150,2014-10-01,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']",Dracula Untold,70000000,217124280,92,6.3,4406
464,tt1951265,2014-11-19,"['Science Fiction', 'Adventure', 'Thriller']",The Hunger Games: Mockingjay - Part 1,125000000,752100229,123,6.8,11695
465,tt2245084,2014-10-24,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",Big Hero 6,165000000,657827828,102,7.8,11862
466,tt2267998,2014-10-01,"['Mystery', 'Thriller', 'Drama']",Gone Girl,61000000,369330363,149,7.9,12844
467,tt1840309,2014-03-14,"['Action', 'Adventure', 'Science Fiction']",Divergent,85000000,288747895,139,6.9,9706
468,tt2582802,2014-10-10,"['Drama', 'Music']",Whiplash,3300000,13092000,107,8.4,9858
469,tt1121096,2014-12-12,"['Adventure', 'Fantasy']",Seventh Son,95000000,114178613,102,5.4,1816
470,tt2446042,2014-12-16,"['Thriller', 'Action']",Taken 3,48000000,325771424,109,6.2,4040
471,tt2084970,2014-11-14,"['History', 'Drama', 'Thriller', 'War']",The Imitation Game,14000000,233555708,113,8.0,12323
472,tt1587310,2014-05-28,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",Maleficent,180000000,758539785,97,7.1,10068
