release_date,title,genres,production_budget,domestic_gross,foreign_gross,worldwide_gross
2013-08-16,Austenland,Romantic Comedy,,2137573,,
2013-11-01,Krrish 3,,,2123333,,
2013-07-19,Blackfish,Documentary,,2073582,,
2013-05-03,The Iceman,Drama,10000000,1930282,1693327,3623609
2013-05-24,Fill the Void,Drama,,1774639,,
2013-03-01,Stoker,Drama,12000000,1703125,10331788,12034913
2013-06-21,Unfinished Song,Comedy,,1698952,,
2012-12-21,Cirque du Soleil: Worlds Away,Drama,25000000,1634500,15500000,28012862
2013-11-15,The Christmas Candle,Adventure,7000000,1632000,301829,1933829
2013-05-03,Love Is All You Need,Romantic Comedy,,1631306,,
2013-07-12,Bhaag Milkha Bhaag,,,1626289,,
2013-06-21,The Attack,Drama,,1625707,,
2013-01-10,Seethamma Vakitlo Sirimalle…,Comedy,,1582476,,
2013-01-25,Race 2,Action,,1579940,,
2011-10-06,Flying Monsters 3D,Documentary,,1574271,,
2013-10-09,The Saratov Approach,Thriller/Suspense,,1573124,,
2013-02-22,"Bless Me, Ultima",Drama,,1559556,,
2012-06-27,Beasts of the Southern Wild,Drama,1800000,1546618,10469386,23265132
2013-04-26,Kon-Tiki,Drama,,1517410,,
2013-09-27,Atharintiki Daaredi,,,1500000,,
2013-04-12,Disconnect,Drama,,1436862,,
2013-07-19,Girl Most Likely,Comedy,,1378591,,
2013-06-28,I'm So Excited,Comedy,,1359796,,
2012-10-12,Stories We Tell,Documentary,,1358516,,
2013-09-13,Wadjda,Drama,,1342455,,
2011-04-08,Born to be Wild 3D,Documentary,,1334377,,
2013-09-06,The Ultimate Life,Drama,,1327841,,
2013-05-31,The Kings of Summer,Comedy,,1315500,,
2012-11-02,Flight,Drama,31000000,1284009,66786063,160558438
2012-11-16,Anna Karenina,Drama,49000000,1278604,58188260,71004627
2012-11-23,Rust & Bone,Drama,,1195433,,
2013-09-27,Inequality for All,Documentary,,1192778,,
2012-10-12,Here Comes the Boom,Comedy,42000000,1189316,27948940,73239258
2013-04-19,The Lords of Salem,Horror,1500000,1165881,375250,1541131
2013-10-11,Romeo & Juliet,Drama,,1162635,,
2013-05-03,Still Mine,Drama,,1154466,,
2009-02-13,Under the Sea 3D,Documentary,,1142800,,
2013-02-22,Kai Po Che,Drama,,1122527,,
2013-09-20,Thanks for Sharing,Comedy,,1066256,,
2013-02-08,Special 26,Drama,,1065938,,
2013-05-03,What Maisie Knew,Drama,,1065000,,
2013-03-01,Phantom,Thriller/Suspense,18000000,1034589,164921,1199510
2013-03-15,Ginger & Rosa,Drama,,1012973,,
2013-08-23,Short Term 12,Drama,,1007582,,
2013-03-15,From Up on Poppy Hill,Drama,,1000878,,
2013-02-08,Lore,Drama,,970325,,
2013-11-15,The Great Beauty,Drama,,948906,,
2012-11-21,Red Dawn,Action,65000000,929740,3357367,48164150
2012-07-27,Searching for Sugar Man,Documentary,,906423,,
2012-11-09,A Royal Affair,Drama,,887413,,
2013-09-20,Generation Iron,Documentary,,849521,,
2013-03-07,Girl Rising,Documentary,,849484,,
2012-05-26,Meerkats,Documentary,,845613,,
2013-07-19,Only God Forgives,Thriller/Suspense,4800000,775849,3718711,4494560
2013-10-18,Kill Your Darlings,Drama,,760506,,
2013-06-21,Raanjhanaa,Drama,,756233,,
2013-08-30,Satyagraha,Drama,,738525,,
2012-12-21,On the Road,Drama,25000000,720828,8592474,9313302
2013-05-29,Hannah Arendt,Drama,,717205,,
2012-07-20,Burn,Documentary,225000,693125,0,1109276
2013-07-12,The Hunt,Drama,18200000,687185,2158319,7970819
2013-01-04,56 Up,Documentary,,679190,,
2013-09-27,Muscle Shoals,Documentary,,671810,,
2013-10-04,Parkland,Drama,10000000,641439,974914,1616353
2006-03-03,Deep Sea 3-D,Documentary,,641339,,
2013-12-20,Fanny,Drama,,596197,,
2013-04-12,To the Wonder,Drama,,584563,,
2013-09-06,Salinger,Documentary,,583633,,
2012-10-05,Taken 2,Thriller/Suspense,45000000,569523,237953117,377807404
2013-03-01,The Lost Medallion: The Adv…,Adventure,,549632,,
2013-04-26,The Reluctant Fundamentalist,Drama,15000000,528731,0,528731
2013-06-28,Museum Hours,Drama,,526804,,
2012-11-23,Hitchcock,Drama,,519781,,
2013-05-03,Scatter My Ashes at Bergdorf's,Documentary,,516719,,
2013-09-20,Haute Cuisine,Comedy,,510587,,
2013-10-11,The Inevitable Defeat of Mi…,Drama,,494608,,
2013-10-04,The Face Reader,Drama,,484112,,
2013-12-25,August: Osage County,Black Comedy,25000000,481684,13000000,50738810
2013-07-19,The Act of Killing,Documentary,1000000,461777,740397,1227316
2013-03-22,New World,Thriller/Suspense,,450222,,
2013-04-05,Upstream Color,Drama,,444098,,
2013-01-31,Sound City,Documentary,,422853,,
2013-06-21,A Hijacking,Thriller/Suspense,,414437,,
2013-08-16,Ain't Them Bodies Saints,Drama,5000000,391611,683398,1075009
2013-10-02,Besharam,Romantic Comedy,,388915,,
2013-04-19,In the House,Drama,,388044,,
2013-05-03,Alceste a bicyclette,Comedy,,381269,,
2013-04-24,At Any Price,Drama,,379791,,
2013-06-07,Dirty Wars,Documentary,,371245,,
2012-10-19,The Sessions,Drama,1000000,370427,5492753,11495204
2013-05-03,Shootout at Wadala,Action,,369310,,
2013-03-01,Hava Nagila: The Movie,Documentary,,368724,,
2013-09-06,Shuddh Desi Romance,Romantic Comedy,,366000,,
2012-09-28,Inch'Allah,Drama,,356297,,
2012-10-05,Frankenweenie,Adventure,39000000,354055,45863000,81150788
2013-09-27,Watermark,Documentary,,353184,,
2013-08-09,Lovelace,Drama,,352755,,
2012-10-05,Pitch Perfect,Comedy,17000000,345235,51043254,116044347
2013-12-20,Personal Tailor,Comedy,,345000,,
2013-03-15,Mindless Behavior: All Arou…,Concert/Perfor…,,344500,,
2013-08-23,Drinking Buddies,Drama,500000,343706,63394,407100
2013-02-01,Koch,Documentary,,342941,,
2011-07-29,Starbuck,Comedy,,339972,,
2013-11-01,Diana,Drama,,335360,,
2011-12-09,Happy People: A Year in the…,Documentary,,329464,,
2013-12-25,Lone Survivor,Action,40000000,326685,24709031,149804632
2013-02-22,Camp,,,324976,,
2013-04-12,Not Today,Drama,,318121,,
2013-04-12,The Angels' Share,Comedy,,312339,,
2013-09-06,Adore,Drama,,302020,,
2013-05-10,Go Goa Gone,Horror,,295414,,
2013-03-29,Himmatwala,Action,,270880,,
2012-12-25,West of Memphis,Documentary,,270705,,
2012-09-14,The Master,Drama,37500000,267290,34631972,50879131
2013-03-01,War Witch,Drama,,265273,,
2012-09-21,The Perks of Being a Wallfl…,Drama,,263920,,
2013-03-29,Room 237,Documentary,,263411,,
2013-11-08,Great Expectations,Drama,,258656,,
2013-10-04,Linsanity,,,258427,,
2012-12-07,Playing for Keeps,Romantic Comedy,35000000,251675,14702360,27805632
2012-12-07,Playing for Keeps,Romantic Comedy,35000000,251675,0,2000000
2012-11-02,Midnight's Children,Drama,,248450,,
2013-03-01,The Attacks of 26/11,Drama,,248346,,
2013-03-15,Blancanieves,Drama,,236394,,
2013-04-05,Chashme Baddoor,Comedy,,235401,,
2013-03-01,A Place at the Table,Documentary,,231378,,
2013-03-22,InAPPropriate Comedy,Comedy,,228004,,
2013-02-15,Like Someone in Love,Drama,,222695,,
2013-02-08,ABCD (Any Body Can Dance),Musical,1900000,222098,9915136,10137234
2013-10-04,The Summit,Documentary,,219346,,
1968-04-02,2001: A Space Odyssey,Adventure,10500000,214618,11987239,71923560
2013-04-26,Arthur Newman,Drama,,207853,,
2013-08-09,Prince Avalanche,Comedy,,205139,,
2012-10-26,Cloud Atlas,Drama,102000000,205030,103564882,130673154
2012-11-02,A Late Quartet,Drama,,204736,,
2013-08-16,You Will Be My Son,Drama,,203636,,
2013-06-28,Ghanchakkar,Comedy,,203044,,
2013-04-05,No Place on Earth,Documentary,,200238,,
2013-07-12,Crystal Fairy,Comedy,,195257,,
2013-11-08,The Armstrong Lie,Documentary,,194857,,
2012-12-21,Not Fade Away,Drama,,193906,,
2013-12-06,Puella Magi Madoka Magica T…,Adventure,,190478,,
2013-08-16,The Anonymous People,Documentary,,187459,,
2013-09-06,Populaire,Comedy,,179091,,
2013-08-30,Afternoon Delight,Comedy,,174496,,
2013-05-03,"5 de Mayo, La Batalla",Action,,173472,,
2013-10-11,Escape from Tomorrow,Drama,650000,171962,0,171962
2013-06-28,Copperhead,Drama,,171740,,
2013-05-24,We Steal Secrets: The Story…,Documentary,,166243,,
2013-09-27,On The Job,Thriller/Suspense,,161217,,
2013-12-20,The Past,Drama,,160213,,
2013-09-13,Mother of George,Drama,,157937,,
2013-10-04,A.C.O.D.,Comedy,,157690,,
2013-01-18,LUV,Drama,,156996,,
2013-06-21,Somm,Documentary,,153620,,
2013-04-17,Deceptive Practice: The Mys…,Documentary,,152449,,
2013-08-09,Snake and Mongoose,Drama,,152223,,
2013-08-14,The Patience Stone,Comedy,,148408,,
2013-11-22,Narco Cultura,Documentary,,145088,,
2013-05-03,Free the Mind,Documentary,,142008,,
2013-01-25,John Dies at the End,Black Comedy,,141951,,
2013-09-06,Good Ol' Freda,Documentary,,138811,,
2013-10-18,American Promise,Documentary,,136385,,
2013-03-01,Ernest & Celestine,Adventure,,135918,,
2013-04-12,Fists of Legend,Action,,134213,,
2013-11-22,Is the Man Who Is Tall Happy?,Documentary,,132409,,
2013-04-05,Free Angela & All Political…,Documentary,,129102,,
2013-07-26,Drug War,Thriller/Suspense,,128195,,
2013-06-28,A Band Called Death,Documentary,,127257,,
2013-08-02,Europa Report,Thriller/Suspense,,125687,,
2013-08-16,Cutie and the Boxer,Documentary,,125382,,
2013-06-14,Fukrey,Comedy,,124221,,
2013-06-07,Lost and Found in Armenia,Comedy,,122305,,
2013-08-16,Spark: A Burning Man Story,Documentary,,120459,,
2012-07-13,Ice Age: Continental Drift,Adventure,95000000,117761,718443294,879765137
2013-03-08,Beyond the Hills,Drama,,117287,,
2013-04-26,Storm Surfers 3D,Documentary,,117090,,
2013-12-25,The Invisible Woman,Drama,,116840,,
2013-01-25,Yossi,Drama,,116207,,
2013-11-29,The Punk Singer,Documentary,,115814,,
2013-03-31,Ain't in It for My Health: …,Documentary,,111794,,
2012-09-21,End of Watch,Thriller/Suspense,15000000,111551,16583235,57586606
2012-11-30,Therese Desqueyroux,Drama,,109376,,
2013-05-17,Augustine,Drama,,107352,,
2013-07-03,Big Star: Nothing Can Hurt Me,Documentary,,105998,,
2013-10-04,A Touch of Sin,Drama,,103927,,
2013-03-15,Upside Down,Romantic Comedy,50000000,102118,26284921,26387039
2013-07-17,Computer Chess,Comedy,,101718,,
2013-11-01,The Broken Circle Breakdown,Drama,,101700,,
2013-05-31,Shadow Dancer,Thriller/Suspense,,100616,,
2013-05-08,One Track Heart: The Story …,Documentary,,100401,,
2013-03-08,The Silence,Thriller/Suspense,,100214,,
2013-10-25,Spinning Plates,Documentary,,99127,,
2013-03-22,Gimme the Loot,Drama,,99070,,
2013-09-13,The Investigator,Drama,,93690,,
2013-09-13,Blue Caprice,Drama,,92336,,
2013-03-08,Somebody Up There Likes Me,Comedy,,89435,,
2013-04-05,Settai,Comedy,,87838,,
2013-09-27,Young Detective Dee: Rise o…,Adventure,,87783,,
2013-08-30,Passion,Thriller/Suspense,,85726,,
2013-12-13,Marius,Drama,,85572,,
2013-06-28,Byzantium,Thriller/Suspense,,85252,,
2013-03-15,Reality,Comedy,,83736,,
2013-10-25,Les beaux jours,Drama,,82510,,
2013-11-22,Bettie Page Reveals All,Documentary,,81776,,
2013-09-27,We Are What We Are,Thriller/Suspense,,81381,,
2012-10-17,Holy Motors,Drama,4000000,80468,3589372,4230426
2013-08-23,Una Noche,Drama,,79813,,
2012-09-28,Harvest of Empire,Documentary,,79627,,
2013-05-03,Something in the Air,Drama,,79568,,
2013-07-05,Stuck in Love,Comedy,,78950,,
2013-08-02,The Artist and the Model,Drama,,78504,,
2013-09-06,Money for Nothing: Inside t…,Documentary,,77619,,
2013-03-01,Leviathan,Documentary,,76202,,
2013-05-10,No One Lives,Horror,,75121,,
2012-12-14,Any Day Now,Drama,,72004,,
2013-06-12,More Than Honey,Documentary,,71977,,
2013-04-26,An Oversimplification of He…,Drama,,71906,,
2013-10-18,Seasons of Gray,Drama,,70594,,
2012-09-21,The Waiting Room,Documentary,,67815,,
2013-09-20,After Tiller,Documentary,,67414,,
2013-06-12,Pandora's Promise,Documentary,,66680,,
2013-11-29,Violette,Drama,,65635,,
2012-11-30,Beware of Mr. Baker,Documentary,,63105,,
2013-05-15,Becoming Traviata,Documentary,,62652,,
2013-11-08,Go For Sisters,Thriller/Suspense,,62107,,
2013-09-06,Winnie Mandela,Drama,15000000,61847,0,61847
2013-03-08,Don't Stop Believin': Every…,Documentary,,61018,,
2013-04-12,It's a Disaster,Comedy,,60818,,
2013-11-08,How I Live Now,Drama,,60360,,
2013-05-17,The English Teacher,Comedy,,60166,,
2013-08-02,The Canyons,Thriller/Suspense,250000,59671,2704,62375
2013-11-22,Elle s'en va,Drama,,59028,,
1974-08-07,The Wicker Man,Horror,,58341,,
2013-08-23,The Trials of Muhammad Ali,Documentary,,57641,,
2013-11-08,Billy and Buddy,Adventure,,56224,,
2013-07-12,Terms and Conditions May Apply,Documentary,,55824,,
2013-09-20,C.O.G.,Comedy,,55301,,
2013-09-13,Final: The Rapture,Thriller/Suspense,,54466,,
2013-03-15,Leonie,Drama,,53692,,
2013-10-25,The Square,Documentary,1900000,52954,334716,740932
2013-10-25,The Square,Documentary,1500000,52954,52018,176262
2012-11-23,The Central Park Five,Documentary,,51906,,
2013-05-10,Venus and Serena,Documentary,,51271,,
2013-10-11,God Loves Uganda,Documentary,,51229,,
2013-09-13,NÃ© quelque part,,,49195,,
2013-10-02,Let the Fire Burn,Documentary,,49128,,
2013-11-01,The Pervert's Guide to Ideo…,Documentary,,49072,,
2013-04-19,Un flic,Action,,48040,,
2013-04-05,L'Homme qui rit,,,46704,,
2013-09-20,Jewtopia,Romantic Comedy,,46437,,
2013-03-29,Wrong,Comedy,,46021,,
2013-11-08,Reaching for the Moon,Documentary,,45502,,
2013-08-30,American Made Movie,Documentary,,45175,,
2013-03-08,Greedy Lying Bastards,Documentary,,45000,,
2013-03-22,My Brother the Devil,Drama,,44906,,
2013-03-08,The We and the I,Drama,,42172,,
2012-09-21,Diana Vreeland: The Eye Has…,Documentary,,41683,,
2013-04-19,Holla II,Horror,,41537,,
2013-06-07,Wish You Were Here,Drama,,41189,,
2013-09-20,The Human Scale,Documentary,,41098,,
2012-05-18,Bill W.,Documentary,,41072,,
2013-05-10,Sightseers,Black Comedy,,41039,,
2012-11-30,Killing Them Softly,Thriller/Suspense,15000000,40560,24292902,39238443
2013-05-10,Aftershock,Horror,,40179,,
2013-09-13,GMO OMG,Documentary,,39901,,
2012-10-05,Escape Fire: The Fight to R…,Documentary,,39428,,
2013-06-26,How to Make Money Selling D…,Documentary,,39192,,
2013-09-13,Herb & Dorothy 50X50,Documentary,,38933,,
2013-05-01,Post Tenebras Lux,Drama,,38911,,
2013-09-20,The Short Game,Documentary,,38856,,
2013-05-31,The Wall,Drama,3000000,38674,2692198,4495262
2013-10-04,Concussion,Drama,35000000,38361,15831958,50363790
2012-10-26,Camille Redouble,,,38243,,
2002-12-13,Russian Ark,Drama,,37984,,
2013-09-20,Ip Man: The Final Fight,Action,,37884,,
2013-02-01,Mumia: Long Distance Revolu…,Documentary,,37731,,
2013-07-26,Rising From Ashes,Documentary,,37673,,
2013-08-23,Savannah,Drama,,36746,,
2013-06-28,Redemption,Thriller/Suspense,23000000,36686,13556787,13593473
2013-09-06,Touchy Feely,Drama,,36128,,
2013-02-08,A Glimpse Inside the Mind o…,Comedy,,35586,,
2013-03-15,M,Drama,,35566,,
2013-06-14,Far Out Isn't Far Enough: T…,Documentary,,35431,,
2013-03-08,The Girl,Drama,,35048,,
2013-10-11,Les Salauds,Documentary,,35018,,
2013-08-16,Underdogs,Drama,2500000,35017,1357632,1392649
2013-08-09,I Give It a Year,Romantic Comedy,,34657,,
2012-05-30,5 Broken Cameras,Documentary,,34376,,
2013-04-05,Bert Stern: Original Mad Man,Documentary,,34005,,
2013-08-16,Les 4 soldats,Drama,,33912,,
2013-11-01,Running from Crazy,Documentary,,33300,,
2013-10-04,Dislecksia: The Movie,Documentary,,33066,,
2012-08-24,Samsara,Documentary,4000000,32797,3294258,5966671
2013-06-14,Berberian Sound Studio,Horror,,31641,,
2013-04-26,Tai Chi Hero,Action,,30830,,
2013-09-20,Zaytoun,Adventure,,30743,,
2012-08-24,Somewhere Between,Documentary,,30515,,
2013-02-15,The Power of Few,Drama,,30444,,
2013-10-25,Long Shot: The Kevin Laue S…,Documentary,,29863,,
2013-03-01,A Fierce Green Fire,Documentary,,29817,,
2013-05-03,Dead Man's Burden,Western,,29634,,
2012-10-05,The House I Live In,Documentary,,28970,,
2013-01-11,Struck by Lightning,Comedy,,28378,,
2013-10-16,Camille Claudel: 1915,Drama,,28355,,
2013-10-11,Broadway Idiot,Documentary,,27595,,
2013-06-07,Tiger Eyes,Drama,,27160,,
2013-06-21,Maniac,Thriller/Suspense,350000,26826,0,10000000
2013-11-08,At Berkeley,Documentary,,26482,,
2013-03-01,The Sweeney,Action,4500000,26345,7974021,8000366
2012-11-02,Gregory Crewdson: Brief Enc…,Documentary,,26162,,
2013-02-01,Little Fugitive,Drama,,26121,,
2012-10-26,Chasing Mavericks,Drama,20000000,25454,2298065,8300821
2013-04-26,Graceland,Thriller/Suspense,,24529,,
2013-03-08,The Little Soldier,Drama,,24296,,
2013-09-20,The Citizen,Drama,,24296,,
2013-04-05,Simon Killer,Thriller/Suspense,,24082,,
2013-04-26,Paradies: Liebe,Drama,,23808,,
2013-01-18,Greenwich Village: Music Th…,Documentary,,23701,,
2013-12-06,The Last Days on Mars,Thriller/Suspense,10600000,23376,237280,261364
2013-08-02,Our Children,Drama,,23203,,
2013-10-25,Capital,Drama,,22400,,
2013-05-17,Pieta,Drama,,22080,,
2013-07-12,V/H/S 2,Horror,,21833,,
,The ABCs of Death,,,21832,,
2012-10-26,The Other Son,Drama,,21709,,
2013-06-07,Evocateur: The Morton Downe…,Documentary,,21652,,
2013-03-29,Violeta Went to Heaven,Drama,,21496,,
2012-05-25,The Intouchables,Comedy,,21382,,
2012-10-19,Brooklyn Castle,Documentary,,20743,,
2013-11-08,The Ghosts in Our Machine,Documentary,,20709,,
2013-07-12,Viola,Drama,,20669,,
2013-08-30,Our Nixon,Documentary,,20486,,
2013-03-22,Hunky Dory,Drama,,20296,,
2013-11-01,Nosotros Los Nobles,Comedy,,19700,,
2013-10-04,Bad Milo,Black Comedy,,19613,,
2013-06-07,You Ain't Seen Nothin' Yet,Drama,,19373,,
2003-05-30,Finding Nemo,Adventure,94000000,19209,555651641,936181011
2013-03-15,Language of a Broken Heart,Comedy,,19186,,
2012-11-16,Hitler's Children,Documentary,,19160,,
2012-08-17,Robot and Frank,Drama,,19040,,
2013-07-31,Smash & Grab: The Story of …,Documentary,,18938,,
2013-05-31,Nostalghia,Documentary,,18846,,
2013-02-08,The Sorcerer and the White …,Action,,18759,,
2012-09-21,Masquerade,Drama,,18681,,
2013-09-20,A Single Shot,Thriller/Suspense,,18642,,
2013-01-11,Let My People Go!,Comedy,,18529,,
2013-03-29,Mental,Comedy,,17669,,
2013-05-31,The History of Future Folk,Comedy,,17646,,
2013-08-02,Jamel Shabazz: Street Photo…,Documentary,,17378,,
2013-06-07,Violet and Daisy,Action,,17186,,
2013-03-22,Le Pont du Nord,Comedy,,17110,,
2013-02-08,All in Good Time,,,17017,,
2013-09-27,I Used to Be Darker,Drama,,16987,,
2013-10-18,Torn,Drama,,16772,,
2013-03-22,Love and Honor,Drama,,16769,,
2013-07-12,Dealin' with Idiots,Comedy,,16757,,
2013-04-05,"Love, Marilyn",Documentary,,16164,,
2013-07-05,The Look of Love,Drama,,16119,,
2013-03-22,The Pardon,Drama,,16100,,
2013-09-06,Out of the Clear Blue Sky,Documentary,,16050,,
2012-10-19,Hating Breitbart,Documentary,,15296,,
2013-10-11,As I Lay Dying,Drama,,15009,,
2013-08-30,I Declare War,Drama,,14928,,
2013-09-13,Jayne Mansfield's Car,Drama,,14836,,
2013-05-03,Kiss of the Damned,Drama,,14752,,
2012-11-09,In Another Country,Drama,,14747,,
2013-05-24,A Wedding Invitation,Romantic Comedy,,14350,,
2013-10-11,Design is One,Documentary,,14078,,
2013-11-01,These Birds Walk,Documentary,,14000,,
2013-03-22,Dorfman in Love,Romantic Comedy,,13737,,
2012-06-22,The Invisible War,Documentary,,13476,,
2012-11-16,A Green Story,Drama,,12901,,
2013-09-20,My Son,Drama,,12891,,
2012-09-07,Detropia,Documentary,,12805,,
2005-01-28,The Painting,Drama,,11779,,
2013-05-24,Picture Day,Comedy,,11709,,
2013-05-03,Greetings from Tim Buckley,Drama,,11157,,
2013-12-06,Diego Star,Drama,,11000,,
2013-02-08,Midget Zombie Takeover,Comedy,,10604,,
2013-12-20,The Selfish Giant,Drama,,10531,,
2013-02-15,Shanghai Calling,Romantic Comedy,,10443,,
2013-12-13,Liv & Ingmar,Documentary,,10347,,
2013-06-28,Evil Intent,,,10336,,
2013-09-25,Shepard & Dark,Documentary,,10278,,
2013-09-13,Informant,Documentary,,10068,,
2013-09-06,Red Obsession,Documentary,,9939,,
2012-10-26,Orchestra of Exiles,Documentary,,9867,,
2013-10-18,Birth of the Living Dead,Documentary,,9802,,
2013-10-25,Caucus,Documentary,,9796,,
2013-09-06,Il Futuro,Drama,,9722,,
2013-11-22,Empire of Dirt,Drama,,9635,,
2013-03-15,If I Were You,Comedy,,9432,,
2013-10-11,Zero Charisma,Comedy,,9417,,
2013-03-01,The End of Love,Drama,,9342,,
2013-06-14,200 Cartas,Romantic Comedy,,9338,,
2013-02-22,11 Flowers,Drama,,9213,,
