imdb_id,popularity,title,budget,revenue,runtime_mins,vote_average,vote_count,genre_count,ROI,genre
tt1438254,12.163,Charlie St. Cloud,44000000,48190704,99,6.9,1653,2,0.09524327272727273,Romance
tt1386588,12.034,The Other Guys,100000000,170432927,107,6.2,2724,3,0.70432927,Action
tt1386588,12.034,The Other Guys,100000000,170432927,107,6.2,2724,3,0.70432927,Comedy
tt1386588,12.034,The Other Guys,100000000,170432927,107,6.2,2724,3,0.70432927,Crime
tt1440232,11.829,Little White Lies,25000000,48531470,154,7.2,1061,2,0.9412588,Comedy
tt1440232,11.829,Little White Lies,25000000,48531470,154,7.2,1061,2,0.9412588,Drama
tt1334260,11.775,Never Let Me Go,15000000,9918093,104,6.8,1522,3,-0.3387938,Drama
tt1334260,11.775,Never Let Me Go,15000000,9918093,104,6.8,1522,3,-0.3387938,Romance
tt1334260,11.775,Never Let Me Go,15000000,9918093,104,6.8,1522,3,-0.3387938,Science Fiction
tt0842926,11.191,The Kids Are All Right,3500000,34705850,106,6.6,1000,2,8.915957142857144,Comedy
tt0842926,11.191,The Kids Are All Right,3500000,34705850,106,6.6,1000,2,8.915957142857144,Drama
tt1226229,11.081,Get Him to the Greek,40000000,90029656,109,5.9,1175,1,1.2507414,Comedy
tt1261945,10.399,Sex and the City 2,100000000,288347692,146,6.0,1069,3,1.88347692,Comedy
tt1261945,10.399,Sex and the City 2,100000000,288347692,146,6.0,1069,3,1.88347692,Drama
tt1261945,10.399,Sex and the City 2,100000000,288347692,146,6.0,1069,3,1.88347692,Romance
tt1179034,10.286,From Paris with Love,52000000,52826594,92,6.2,1300,3,0.01589603846153846,Action
tt1179034,10.286,From Paris with Love,52000000,52826594,92,6.2,1300,3,0.01589603846153846,Crime
tt1179034,10.286,From Paris with Love,52000000,52826594,92,6.2,1300,3,0.01589603846153846,Thriller
tt1462758,10.207,Buried,1987650,19152480,94,6.6,1800,3,8.635740698815184,Drama
tt1462758,10.207,Buried,1987650,19152480,94,6.6,1800,3,8.635740698815184,Thriller
tt1462758,10.207,Buried,1987650,19152480,94,6.6,1800,3,8.635740698815184,Mystery
tt0985694,9.384,Machete,20000000,44093316,105,6.3,2228,3,1.2046658,Action
tt0985694,9.384,Machete,20000000,44093316,105,6.3,2228,3,1.2046658,Comedy
tt0985694,9.384,Machete,20000000,44093316,105,6.3,2228,3,1.2046658,Thriller
tt0427152,9.322,Dinner for Schmucks,69000000,86387857,114,5.6,1154,1,0.2519979275362319,Comedy
tt1386932,2.594,Ip Man 2,12902809,36000000,109,7.4,1362,3,1.7900901268863239,Action
tt1386932,2.594,Ip Man 2,12902809,36000000,109,7.4,1362,3,1.7900901268863239,History
tt1386932,2.594,Ip Man 2,12902809,36000000,109,7.4,1362,3,1.7900901268863239,Drama
tt1220634,0.915,Resident Evil: Afterlife,60000000,300228084,97,6.0,2523,4,4.0038014,Action
tt1220634,0.915,Resident Evil: Afterlife,60000000,300228084,97,6.0,2523,4,4.0038014,Adventure
tt1220634,0.915,Resident Evil: Afterlife,60000000,300228084,97,6.0,2523,4,4.0038014,Horror
tt1220634,0.915,Resident Evil: Afterlife,60000000,300228084,97,6.0,2523,4,4.0038014,Science Fiction
tt1318514,36.051,Rise of the Planet of the Apes,93000000,482860185,105,7.2,8487,4,4.192045,Thriller
tt1318514,36.051,Rise of the Planet of the Apes,93000000,482860185,105,7.2,8487,4,4.192045,Action
tt1318514,36.051,Rise of the Planet of the Apes,93000000,482860185,105,7.2,8487,4,4.192045,Drama
tt1318514,36.051,Rise of the Planet of the Apes,93000000,482860185,105,7.2,8487,4,4.192045,Science Fiction
tt0377981,29.484,Gnomeo & Juliet,36000000,189712432,84,5.8,1329,2,4.269789777777778,Animation
tt0377981,29.484,Gnomeo & Juliet,36000000,189712432,84,5.8,1329,2,4.269789777777778,Family
tt1598778,26.487,Contagion,60000000,137551594,106,6.5,3869,3,1.2925265666666668,Drama
tt1598778,26.487,Contagion,60000000,137551594,106,6.5,3869,3,1.2925265666666668,Thriller
tt1598778,26.487,Contagion,60000000,137551594,106,6.5,3869,3,1.2925265666666668,Science Fiction
tt1570728,25.577,"Crazy, Stupid, Love.",50000000,142851197,118,7.2,5558,3,1.85702394,Comedy
tt1570728,25.577,"Crazy, Stupid, Love.",50000000,142851197,118,7.2,5558,3,1.85702394,Drama
tt1570728,25.577,"Crazy, Stupid, Love.",50000000,142851197,118,7.2,5558,3,1.85702394,Romance
tt1637688,25.388,In Time,40000000,173930596,109,6.9,7693,3,3.3482649,Action
tt1637688,25.388,In Time,40000000,173930596,109,6.9,7693,3,3.3482649,Thriller
tt1637688,25.388,In Time,40000000,173930596,109,6.9,7693,3,3.3482649,Science Fiction
tt0472399,25.2,The Mechanic,40000000,51070807,93,6.4,2086,3,0.276770175,Action
tt0472399,25.2,The Mechanic,40000000,51070807,93,6.4,2086,3,0.276770175,Thriller
tt0472399,25.2,The Mechanic,40000000,51070807,93,6.4,2086,3,0.276770175,Crime
tt0945513,24.991,Source Code,32000000,147332697,93,7.3,5600,3,3.60414678125,Thriller
tt0945513,24.991,Source Code,32000000,147332697,93,7.3,5600,3,3.60414678125,Science Fiction
tt0945513,24.991,Source Code,32000000,147332697,93,7.3,5600,3,3.60414678125,Mystery
tt0433035,24.319,Real Steel,110000000,299268508,127,6.8,5469,3,1.7206228,Action
tt0433035,24.319,Real Steel,110000000,299268508,127,6.8,5469,3,1.7206228,Science Fiction
tt0433035,24.319,Real Steel,110000000,299268508,127,6.8,5469,3,1.7206228,Drama
tt1216475,24.263,Cars 2,200000000,559852396,106,5.9,5009,4,1.79926198,Animation
tt1216475,24.263,Cars 2,200000000,559852396,106,5.9,5009,4,1.79926198,Family
tt1216475,24.263,Cars 2,200000000,559852396,106,5.9,5009,4,1.79926198,Adventure
tt1216475,24.263,Cars 2,200000000,559852396,106,5.9,5009,4,1.79926198,Comedy
tt0409847,23.718,Cowboys & Aliens,163000000,174822325,119,5.5,3598,4,0.07252960122699387,Action
tt0409847,23.718,Cowboys & Aliens,163000000,174822325,119,5.5,3598,4,0.07252960122699387,Science Fiction
tt0409847,23.718,Cowboys & Aliens,163000000,174822325,119,5.5,3598,4,0.07252960122699387,Thriller
tt0409847,23.718,Cowboys & Aliens,163000000,174822325,119,5.5,3598,4,0.07252960122699387,Western
tt0471042,23.229,Tower Heist,75000000,152930623,104,6.0,1960,2,1.0390749733333333,Action
tt0471042,23.229,Tower Heist,75000000,152930623,104,6.0,1960,2,1.0390749733333333,Comedy
